NIFTY 20,NIFTY 50,NIFTY NEXT 50,NIFTY 200,NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDSMALLCAP 400,NIFTY TOTAL MARKET,NIFTY 200 cv,NSC ALL,BSE ALL
,,,,,,,,,WINPRO,SOLIDSTON
,,,,,,,,,WIPRO,INDUSTOWER
,,,,,,,,,WOCKPHARMA,SABOOSOD
,,,,,,,,,WONDERLA,VADILALIND
,,,,,,,,,WORTH,BCONCEPTS
,,,,,,,,,WSI,TATAMETALI
,,,,,,,,,WSTCSTPAPR,ASIANHOTNR
,,,,,,,,,XCHANGING,VTMLTD
,,,,,,,,,XELPMOC,LWSKNIT
,,,,,,,,,XPROINDIA,KAMAHOLD
,,,,,,,,,YAARI,CRESSAN
,,,,,,,,,YESBANK,ZUARI
,,,,,,,,,YUKEN,NIEHSPM
,,,,,,,,,ZEEL,VOEPL
,,,,,,,,,ZEELEARN,PARNAXLAB
,,,,,,,,,ZEEMEDIA,CUBIFIN
,,,,,,,,,ZENITHSTL,VISTARAMAR
,,,,,,,,,ZENSARTECH,SINCLAIR
,,,,,,,,,ZENTEC,AMDIND
,,,,,,,,,ZFCVINDIA,NTCIND
,,,,,,,,,ZIMLAB,VALIANT
,,,,,,,,,ZODIAC,OTCO
,,,,,,,,,ZODIACLOTH,JAYAGROGN
,,,,,,,,,ZOMATO,GTPL
,,,,,,,,,ZOTA,BEEYU
,,,,,,,,,ZUARI,CHENFERRO
,,,,,,,,,ZUARIIND,PHOENIXTN
,,,,,,,,,ZYDUSLIFE,VSTTILLERS
,,,,,,,,,ZYDUSWELL,A2ZINFRA
,,,,,,,,,,AAATECH
,,,,,,,,,,AADIIND
,,,,,,,,,,AAIL
,,,,,,,,,,AAL
,,,,,,,,,,AANCHALISP
,,,,,,,,,,AAPLUSTRAD
,,,,,,,,,,AARNAV
,,,,,,,,,,AARSHYAM
,,,,,,,,,,AARTECH
,,,,,,,,,,AARTIDRUGS
,,,,,,,,,,AARTIIND
,,,,,,,,,,AARTIPHARM
,,,,,,,,,,AARTISURF
,,,,,,,,,,AARVEEDEN
,,,,,,,,,,AASHKA
,,,,,,,,,,AASTAFIN
,,,,,,,,,,AAVAS
,,,,,,,,,,AAYUSH
,,,,,,,,,,ABAN
,,,,,,,,,,ABANSENT
,,,,,,,,,,ABB
,,,,,,,,,,ABBOTINDIA
,,,,,,,,,,ABCAPITAL
,,,,,,,,,,ABCGAS
,,,,,,,,,,ABCINDQ
,,,,,,,,,,ABFRL
,,,,,,,,,,ABHICAP
,,,,,,,,,,ABHIFIN
,,,,,,,,,,ABHIINFRA
,,,,,,,,,,ABIRAFN
,,,,,,,,,,ABSLAMC
,,,,,,,,,,ABSLBANETF
,,,,,,,,,,ACC
,,,,,,,,,,ACCEDERE
,,,,,,,,,,ACCELYA
,,,,,,,,,,ACE
,,,,,,,,,,ACEENGITEC
,,,,,,,,,,ACEMEN
,,,,,,,,,,ACESOFT
,,,,,,,,,,ACGL
,,,,,,,,,,ACHYUT
,,,,,,,,,,ACI
,,,,,,,,,,ACIIN
,,,,,,,,,,ACKNIT
,,,,,,,,,,ACL
,,,,,,,,,,ACROW
,,,,,,,,,,ACTIVE
,,,,,,,,,,ADANIGREEN
,,,,,,,,,,ADANIPOWER
,,,,,,,,,,ADANITRANS
,,,,,,,,,,ADDIND
,,,,,,,,,,ADHBHUTIN
,,,,,,,,,,ADHIRAJ
,,,,,,,,,,ADIEXRE
,,,,,,,,,,ADINATH
,,,,,,,,,,ADISHAKTI
,,,,,,,,,,ADITYASP
,,,,,,,,,,ADL
,,,,,,,,,,ADLINE
,,,,,,,,,,ADMANUM
,,,,,,,,,,ADORWELD
,,,,,,,,,,ADSL
,,,,,,,,,,ADVAIT
,,,,,,,,,,ADVENZYMES
,,,,,,,,,,ADVIKCA
,,,,,,,,,,ADVLIFE
,,,,,,,,,,ADVPETR-B
,,,,,,,,,,AEL
,,,,,,,,,,AEPL
,,,,,,,,,,AFEL
,,,,,,,,,,AFFLE
,,,,,,,,,,AFFORDABLE
,,,,,,,,,,AGI
,,,,,,,,,,AGIOPAPER
,,,,,,,,,,AGOL
,,,,,,,,,,AGRITECH
,,,,,,,,,,AGSTRA
,,,,,,,,,,AHL
,,,,,,,,,,AHMDSTE
,,,,,,,,,,AICHAMP
,,,,,,,,,,AIIL
,,,,,,,,,,AIMCOPEST
,,,,,,,,,,AIML
,,,,,,,,,,AJANTPHARM
,,,,,,,,,,AJEL
,,,,,,,,,,AKSCHEM
,,,,,,,,,,AKSHAR
,,,,,,,,,,AKSHOPTFBR
,,,,,,,,,,AKZOINDIA
,,,,,,,,,,ALAN SCOTT
,,,,,,,,,,ALEMBICLTD
,,,,,,,,,,ALEXANDER
,,,,,,,,,,ALFAICA
,,,,,,,,,,ALFATRAN
,,,,,,,,,,ALFAVIO
,,,,,,,,,,ALFREDHE
,,,,,,,,,,ALICON
,,,,,,,,,,ALKALI
,,,,,,,,,,ALKOSIGN
,,,,,,,,,,ALLCARGO
,,,,,,,,,,ALLSEC
,,,,,,,,,,ALMONDZ
,,,,,,,,,,ALNATRD
,,,,,,,,,,ALOKTEXT
,,,,,,,,,,ALPA
,,,,,,,,,,ALPHALOGIC
,,,,,,,,,,ALPINEHOU
,,,,,,,,,,ALPSINDUS
,,,,,,,,,,ALSL
,,,,,,,,,,ALUFLUOR
,,,,,,,,,,AMAL
,,,,,,,,,,AMALGAM
,,,,,,,,,,AMBARPIL
,,,,,,,,,,AMBER
,,,,,,,,,,AMBIKCO
,,,,,,,,,,AMBIT
,,,,,,,,,,AMBOAGRI
,,,,,,,,,,AMCOIND
,,,,,,,,,,AMFORG
,,,,,,,,,,AML
,,,,,,,,,,AMRAAGRI
,,,,,,,,,,AMRAFIN
,,,,,,,,,,AMRAPLIN
,,,,,,,,,,AMRUTANJAN
,,,,,,,,,,AMTL
,,,,,,,,,,ANANDPROJ
,,,,,,,,,,ANANDRATHI
,,,,,,,,,,ANDHRAPET
,,,,,,,,,,ANDREWYU
,,,,,,,,,,ANGELONE
,,,,,,,,,,ANIKINDS
,,,,,,,,,,ANKIN
,,,,,,,,,,ANSALAPI
,,,,,,,,,,ANSALBU
,,,,,,,,,,ANSINDUS
,,,,,,,,,,ANTARIKSH
,,,,,,,,,,ANUBHAV
,,,,,,,,,,ANUP
,,,,,,,,,,ANUROOP
,,,,,,,,,,APARINDS
,,,,,,,,,,APCOTEXIND
,,,,,,,,,,APEX
,,,,,,,,,,APIL
,,,,,,,,,,APLAPOLLO
,,,,,,,,,,APMIN
,,,,,,,,,,APOLLO
,,,,,,,,,,APOLLOHOSP
,,,,,,,,,,APOLLOPIPES
,,,,,,,,,,APOLLOTYRE
,,,,,,,,,,APTECHT
,,,,,,,,,,ARAVALIS
,,,,,,,,,,ARCFIN
,,,,,,,,,,ARCHIDPLY
,,,,,,,,,,ARCHIES
,,,,,,,,,,ARENTERP
,,,,,,,,,,AREXMIS
,,,,,,,,,,ARFIN
,,,,,,,,,,ARIES
,,,,,,,,,,ARMAN
,,,,,,,,,,ARNOLD
,,,,,,,,,,ARROWGREEN
,,,,,,,,,,ARSSINFRA
,,,,,,,,,,ARTEFACT
,,,,,,,,,,ARTEMISMED
,,,,,,,,,,ARUNIS
,,,,,,,,,,ARVSMART
,,,,,,,,,,ARYACAPM
,,,,,,,,,,ARYAN
,,,,,,,,,,ASAL
,,,,,,,,,,ASHAI
,,,,,,,,,,ASHAPURMIN
,,,,,,,,,,ASHIANA
,,,,,,,,,,ASHISHPO
,,,,,,,,,,ASHNI
,,,,,,,,,,ASHNOOR
,,,,,,,,,,ASHRAM
,,,,,,,,,,ASHSI
,,,,,,,,,,ASIACAP
,,,,,,,,,,ASIANPAINT
,,,,,,,,,,ASIANTILES
,,,,,,,,,,ASIANTNE
,,,,,,,,,,ASIAPAK
,,,,,,,,,,ASIFOOD
,,,,,,,,,,ASL
,,,,,,,,,,ASMS
,,,,,,,,,,ASMTEC
,,,,,,,,,,ASTAR
,,,,,,,,,,ASTEC
,,,,,,,,,,ASTERDM
,,,,,,,,,,ASTRAMICRO
,,,,,,,,,,ASTRON
,,,,,,,,,,ATHARVENT
,,,,,,,,,,ATLANTA
,,,,,,,,,,ATULAUTO
,,,,,,,,,,AURUM
,,,,,,,,,,AUTOIND
,,,,,,,,,,AVANTI
,,,,,,,,,,AVEER
,,,,,,,,,,AVG
,,,,,,,,,,AVI
,,,,,,,,,,AVL
,,,,,,,,,,AVONMORE
,,,,,,,,,,AVROIND
,,,,,,,,,,AVTNPL
,,,,,,,,,,AWHCL
,,,,,,,,,,AWL
,,,,,,,,,,AXISBANK
,,,,,,,,,,AXISHETF
,,,,,,,,,,AXISPEGP
,,,,,,,,,,AXITA
,,,,,,,,,,AYMSYNTEX
,,,,,,,,,,B2BSOFT
,,,,,,,,,,BABA
,,,,,,,,,,BAIDFIN
,,,,,,,,,,BAJAJCON
,,,,,,,,,,BAJAJELEC
,,,,,,,,,,BAJAJHIND
,,,,,,,,,,BAJGLOB
,,,,,,,,,,BALAMINES
,,,,,,,,,,BALGOPAL
,,,,,,,,,,BALKRISHNA
,,,,,,,,,,BALKRISIND
,,,,,,,,,,BALMLAWRIE
,,,,,,,,,,BALTE
,,,,,,,,,,BALUFORGE
,,,,,,,,,,BAMBINO
,,,,,,,,,,BAMPSL
,,,,,,,,,,BANARISUG
,,,,,,,,,,BANCOINDIA
,,,,,,,,,,BANDHANBNK
,,,,,,,,,,BANKBARODA
,,,,,,,,,,BANKBEES
,,,,,,,,,,BANKINDIA
,,,,,,,,,,BANSTEA
,,,,,,,,,,BANSWRAS
,,,,,,,,,,BAPACK
,,,,,,,,,,BARBEQUE
,,,,,,,,,,BASF
,,,,,,,,,,BASML
,,,,,,,,,,BATAINDIA
,,,,,,,,,,BAYERCROP
,,,,,,,,,,BAZELINTER
,,,,,,,,,,BBOX
,,,,,,,,,,BBTC
,,,,,,,,,,BCLIL
,,,,,,,,,,BCP
,,,,,,,,,,BCPL
,,,,,,,,,,BELLACASA
,,,,,,,,,,BENGALASM
,,,,,,,,,,BENGALS
,,,,,,,,,,BENGALT
,,,,,,,,,,BENTCOM
,,,,,,,,,,BEPL
,,,,,,,,,,BERYLSE
,,,,,,,,,,BFINVEST
,,,,,,,,,,BGJL-RE
,,,,,,,,,,BHAGIL
,,,,,,,,,,BHAGYNAGAR
,,,,,,,,,,BHANDERI
,,,,,,,,,,BHANDHOS
,,,,,,,,,,BHARATAGRI
,,,,,,,,,,BHARATFORG
,,,,,,,,,,BHARATGEAR
,,,,,,,,,,BHARATSE
,,,,,,,,,,BHARATWIRE
,,,,,,,,,,BHARTIARTL
,,,,,,,,,,BHASKAGR
,,,,,,,,,,BHATIA
,,,,,,,,,,BHEEMACEM
,,,,,,,,,,BHILSPIN
,,,,,,,,,,BIBCL
,,,,,,,,,,BIHSPONG
,,,,,,,,,,BIKAJI
,,,,,,,,,,BINDALEXPO
,,,,,,,,,,BINNY
,,,,,,,,,,BINNYMILLS
,,,,,,,,,,BIOGEN
,,,,,,,,,,BIRLACABLE
,,,,,,,,,,BIRLACORPN
,,,,,,,,,,BIRLAMONEY
,,,,,,,,,,BIRLAPREC
,,,,,,,,,,BIRLATYRES
,,,,,,,,,,BISIL
,,,,,,,,,,BKV
,,,,,,,,,,BLIL
,,,,,,,,,,BLOIN
,,,,,,,,,,BLSINFOTE
,,,,,,,,,,BLUECLOUDS
,,,,,,,,,,BLUECOAST
,,,,,,,,,,BLUESTARCO
,,,,,,,,,,BODALCHEM
,,,,,,,,,,BOMBWIR
,,,,,,,,,,BOMOXY-B1
,,,,,,,,,,BOROLTD
,,,,,,,,,,BOSCHLTD
,,,,,,,,,,BPCL
,,,,,,,,,,BPLPHARMA
,,,,,,,,,,BRANDBUCKT
,,,,,,,,,,BRIDGESE
,,,,,,,,,,BRIGADE
,,,,,,,,,,BRIGHT
,,,,,,,,,,BRIPORT
,,,,,,,,,,BRITANNIA
,,,,,,,,,,BRNL
,,,,,,,,,,BRPL
,,,,,,,,,,BSL
,,,,,,,,,,BSLNIFTY
,,,,,,,,,,BSOFT
,,,,,,,,,,BTML
,,,,,,,,,,BUTTERFLY
,,,,,,,,,,BVCL
,,,,,,,,,,CALSOFT
,,,,,,,,,,CAMS
,,,,,,,,,,CAPACITE
,,,,,,,,,,CAPITALT
,,,,,,,,,,CAPRO
,,,,,,,,,,CAREERP
,,,,,,,,,,CARERATING
,,,,,,,,,,CARNATIN
,,,,,,,,,,CARTRADE
,,,,,,,,,,CASPIAN
,,,,,,,,,,CASTROLIND
,,,,,,,,,,CBPL
,,,,,,,,,,CCFCL
,,,,,,,,,,CCHHL
,,,,,,,,,,CCL
,,,,,,,,,,CCLINTER
,,,,,,,,,,CEATLTD
,,,,,,,,,,CEEJAY
,,,,,,,,,,CEENIK
,,,,,,,,,,CEETAIN
,,,,,,,,,,CEINSYSTECH
,,,,,,,,,,CELEBRITY
,,,,,,,,,,CENLUB
,,,,,,,,,,CENTEXT
,,,,,,,,,,CENTRUM
,,,,,,,,,,CENTUM
,,,,,,,,,,CENTURYPLY
,,,,,,,,,,CENTURYTEX
,,,,,,,,,,CESC
,,,,,,,,,,CESL
,,,,,,,,,,CFEL
,,,,,,,,,,CFL
,,,,,,,,,,CHALET
,,,,,,,,,,CHAMAK
,,,,,,,,,,CHAMANSEQ
,,,,,,,,,,CHAMBLFERT
,,,,,,,,,,CHANDRAP
,,,,,,,,,,CHARMS
,,,,,,,,,,CHDCHEM
,,,,,,,,,,CHEMBOND
,,,,,,,,,,CHEMCON
,,,,,,,,,,CHEMIESYNT
,,,,,,,,,,CHEMOPH
,,,,,,,,,,CHEVIOT
,,,,,,,,,,CHLLTD
,,,,,,,,,,CHLOGIST
,,,,,,,,,,CHOKSILA
,,,,,,,,,,CHORDIA
,,,,,,,,,,CHOWGULSTM
,,,,,,,,,,CHRTEDCA
,,,,,,,,,,CIGNITI
,,,,,,,,,,CIL
,,,,,,,,,,CILSEC
,,,,,,,,,,CINDHO
,,,,,,,,,,CINDRELL
,,,,,,,,,,CINERAD
,,,,,,,,,,CINEVISTA
,,,,,,,,,,CIPLA
,,,,,,,,,,CITADEL
,,,,,,,,,,CITYMAN
,,,,,,,,,,CJGEL
,,,,,,,,,,CLARA
,,,,,,,,,,CLASELE
,,,,,,,,,,CLEAN
,,,,,,,,,,CLFL
,,,,,,,,,,CLIOINFO
,,,,,,,,,,CMBL
,,,,,,,,,,CMMHOSP
,,,,,,,,,,CNCRD
,,,,,,,,,,CNIRESLTD
,,,,,,,,,,CNOVAPETRO
,,,,,,,,,,COASTCORP
,,,,,,,,,,COCHINM
,,,,,,,,,,COCHMAL
,,,,,,,,,,COLORCHIPS
,,,,,,,,,,COMMAND
,,,,,,,,,,COMPEAU
,,,,,,,,,,COMPUSOFT
,,,,,,,,,,COMRADE
,,,,,,,,,,CONART
,,,,,,,,,,CONFINT
,,,,,,,,,,CONFIPET
,,,,,,,,,,CONTAINE
,,,,,,,,,,CONTCHM
,,,,,,,,,,CONTILI
,,,,,,,,,,CONTPTR
,,,,,,,,,,CONTROLPR
,,,,,,,,,,CORALAB
,,,,,,,,,,CORDSCABLE
,,,,,,,,,,CORNE
,,,,,,,,,,COROMANDEL
,,,,,,,,,,COSCO
,,,,,,,,,,COSYN
,,,,,,,,,,CPML
,,,,,,,,,,CPSEETF
,,,,,,,,,,CRAFTSMAN
,,,,,,,,,,CRANEINFRA
,,,,,,,,,,CRANESSOFT
,,,,,,,,,,CRAVATEX
,,,,,,,,,,CREATIVE
,,,,,,,,,,CREATIVEYE
,,,,,,,,,,CREDITACC
,,,,,,,,,,CREST
,,,,,,,,,,CRISIL
,,,,,,,,,,CROISSANCE
,,,,,,,,,,CROMPTON
,,,,,,,,,,CSBBANK
,,,,,,,,,,CSL
,,,,,,,,,,CTE
,,,,,,,,,,CTL
,,,,,,,,,,CUBEXTUB
,,,,,,,,,,CYBERTECH
,,,,,,,,,,CYIENT
,,,,,,,,,,DABUR
,,,,,,,,,,DALMIASUG
,,,,,,,,,,DAMOINDUS
,,,,,,,,,,DANLAW
,,,,,,,,,,DANUBE
,,,,,,,,,,DAPS
,,,,,,,,,,DARSHANORNA
,,,,,,,,,,DATAMATICS
,,,,,,,,,,DATAPATTNS
,,,,,,,,,,DBCORP
,,,,,,,,,,DBL
,,,,,,,,,,DBOL
,,,,,,,,,,DCI
,,,,,,,,,,DCM
,,,,,,,,,,DCMNVL
,,,,,,,,,,DCMSHRIRAM
,,,,,,,,,,DCW
,,,,,,,,,,DCXINDIA
,,,,,,,,,,DDEVPLASTIK
,,,,,,,,,,DDIL
,,,,,,,,,,DECANBRG
,,,,,,,,,,DECOMIC
,,,,,,,,,,DEEP
,,,,,,,,,,DEEPAKFERT
,,,,,,,,,,DEEPAKNI
,,,,,,,,,,DEEPAKSP
,,,,,,,,,,DELHIVERY
,,,,,,,,,,DELPHIFX
,,,,,,,,,,DELTAMAGNT
,,,,,,,,,,DEN
,,,,,,,,,,DENISCHEM
,,,,,,,,,,DENORA
,,,,,,,,,,DESHRAK
,,,,,,,,,,DEVINE
,,,,,,,,,,DEVLAB
,,,,,,,,,,DEVYANI
,,,,,,,,,,DFL
,,,,,,,,,,DGCONTENT
,,,,,,,,,,DGL
,,,,,,,,,,DHAMPURE
,,,,,,,,,,DHAMPURSUG
,,,,,,,,,,DHANBANK
,,,,,,,,,,DHANI
,,,,,,,,,,DHARMAJ
,,,,,,,,,,DHARNI
,,,,,,,,,,DHARSUGAR
,,,,,,,,,,DHOOTIN
,,,,,,,,,,DHUNINV
,,,,,,,,,,DHUNTEAIND
,,,,,,,,,,DIANATEA
,,,,,,,,,,DICIND
,,,,,,,,,,DIGISPICE
,,,,,,,,,,DIGJAMLTD
,,,,,,,,,,DIKSAT
,,,,,,,,,,DILIGENT
,,,,,,,,,,DISAQ
,,,,,,,,,,DITCO
,,,,,,,,,,DIVGIITTS
,,,,,,,,,,DIVISLAB
,,,,,,,,,,DIVSHKT
,,,,,,,,,,DIXON
,,,,,,,,,,DJML
,,,,,,,,,,DLF
,,,,,,,,,,DLINKINDIA
,,,,,,,,,,DLTNCBL
,,,,,,,,,,DMART
,,,,,,,,,,DMCC
,,,,,,,,,,DML
,,,,,,,,,,DMR
,,,,,,,,,,DODLA
,,,,,,,,,,DOLLAR
,,,,,,,,,,DRAGARWQ
,,,,,,,,,,DRCSYSTEMS
,,,,,,,,,,DRONACHRYA
,,,,,,,,,,DRREDDY
,,,,,,,,,,DSINVEST
,,,,,,,,,,DSPBANKETF
,,,,,,,,,,DSPN50ETF
,,,,,,,,,,DSPNEWETF
,,,,,,,,,,DSSL
,,,,,,,,,,DUROPACK
,,,,,,,,,,DUROPLY
,,,,,,,,,,DUTRON
,,,,,,,,,,DWARKESH
,,,,,,,,,,DYNAMATECH
,,,,,,,,,,DYNAMIC
,,,,,,,,,,DYNAMICP
,,,,,,,,,,DYNAVSN
,,,,,,,,,,DYNPRO
,,,,,,,,,,EARTH
,,,,,,,,,,EARUM
,,,,,,,,,,EASEMYTRIP
,,,,,,,,,,EASTRED
,,,,,,,,,,EASUN
,,,,,,,,,,EASYFIN
,,,,,,,,,,ECLERX
,,,,,,,,,,ECOBOAR
,,,,,,,,,,ECOPLAST
,,,,,,,,,,ECORECO
,,,,,,,,,,ECSTSTL
,,,,,,,,,,EDELWEISS
,,,,,,,,,,EDVENSWA
,,,,,,,,,,EFCIL
,,,,,,,,,,EIDPARRY
,,,,,,,,,,EIGHTY
,,,,,,,,,,EIKO
,,,,,,,,,,EIMCOELECO
,,,,,,,,,,EKAMLEA
,,,,,,,,,,EKANSH
,,,,,,,,,,EKC
,,,,,,,,,,EKENNIS
,,,,,,,,,,EKI
,,,,,,,,,,ELECON
,,,,,,,,,,ELECTHERM
,,,,,,,,,,ELGIEQUIP
,,,,,,,,,,ELIL
,,,,,,,,,,ELIN
,,,,,,,,,,ELITECON
,,,,,,,,,,ELNET
,,,,,,,,,,ELPROINTL
,,,,,,,,,,EMAINDIA
,,,,,,,,,,EMAMILTD7
,,,,,,,,,,EMERGENT
,,,,,,,,,,EMKAY
,,,,,,,,,,EMMBI
,,,,,,,,,,ENCASH
,,,,,,,,,,ENERGYDEV
,,,,,,,,,,ENKEIWHEL
,,,,,,,,,,ENTRINT
,,,,,,,,,,ENVAIREL
,,,,,,,,,,EPBIO
,,,,,,,,,,EPIC
,,,,,,,,,,ESCORP
,,,,,,,,,,ESCORTSFIN
,,,,,,,,,,ESHAMEDIA
,,,,,,,,,,ESPIRE
,,,,,,,,,,ESSARSEC
,,,,,,,,,,ETHOSLTD
,,,,,,,,,,ETIL
,,,,,,,,,,ETT
,,,,,,,,,,EUREKAFORBE
,,,,,,,,,,EUREKAI
,,,,,,,,,,EUROTEXIND
,,,,,,,,,,EVANS
,,,,,,,,,,EVEREADY
,,,,,,,,,,EVERFIN
,,,,,,,,,,EVOQ
,,,,,,,,,,EXCELINDUS
,,,,,,,,,,EXHICON
,,,,,,,,,,EXIDEIND
,,,,,,,,,,EXPLEOSOL
,,,,,,,,,,EXPLICITFIN
,,,,,,,,,,FABINO
,,,,,,,,,,FAIRCHEMOR
,,,,,,,,,,FAMILYCARE
,,,,,,,,,,FAZE3AUTO
,,,,,,,,,,FAZE3Q
,,,,,,,,,,FCL
,,,,,,,,,,FDC
,,,,,,,,,,FEDERALBNK
,,,,,,,,,,FERMENTA
,,,,,,,,,,FERVENTSYN
,,,,,,,,,,FFPL
,,,,,,,,,,FGP
,,,,,,,,,,FIBERWEB
,,,,,,,,,,FILATEX
,,,,,,,,,,FILATFASH
,,,,,,,,,,FILTRA
,,,,,,,,,,FINCABLES
,,,,,,,,,,FINOPB
,,,,,,,,,,FIRSTFIN
,,,,,,,,,,FLFL
,,,,,,,,,,FLOMIC
,,,,,,,,,,FLORATX
,,,,,,,,,,FLUOROCHEM
,,,,,,,,,,FMNL
,,,,,,,,,,FOCUS
,,,,,,,,,,FONE4
,,,,,,,,,,FOODSIN
,,,,,,,,,,FORBESCO
,,,,,,,,,,FORINTL
,,,,,,,,,,FORTISMLR
,,,,,,,,,,FOSECOIND
,,,,,,,,,,FRANKLIN
,,,,,,,,,,FRANKLININD
,,,,,,,,,,FRETAIL
,,,,,,,,,,FRONTCORP
,,,,,,,,,,FSC
,,,,,,,,,,FUNDVISER
,,,,,,,,,,FUSION
,,,,,,,,,,GABRIEL
,,,,,,,,,,GAIL
,,,,,,,,,,GAJANANSEC
,,,,,,,,,,GALACTICO
,,,,,,,,,,GALADAFIN
,,,,,,,,,,GALAGEX
,,,,,,,,,,GALLANTT
,,,,,,,,,,GANDHITUBE
,,,,,,,,,,GANECOS
,,,,,,,,,,GANESHHOUC
,,,,,,,,,,GANGAPA
,,,,,,,,,,GANGAPHARM
,,,,,,,,,,GARFIBRES
,,,,,,,,,,GARMNTMNTR
,,,,,,,,,,GARNET
,,,,,,,,,,GARNETINT
,,,,,,,,,,GARODCH
,,,,,,,,,,GARWAMAR
,,,,,,,,,,GATEWAY
,,,,,,,,,,GAYAPROJ
,,,,,,,,,,GAYATRIBI
,,,,,,,,,,GBFL
,,,,,,,,,,GCMCAPI
,,,,,,,,,,GCMCOMM
,,,,,,,,,,GEE
,,,,,,,,,,GEECEE
,,,,,,,,,,GEL
,,,,,,,,,,GEMSI
,,,,,,,,,,GENCON
,,,,,,,,,,GENESIS
,,,,,,,,,,GENESYS
,,,,,,,,,,GENNEX
,,,,,,,,,,GENPHARMA
,,,,,,,,,,GEPIL
,,,,,,,,,,GESHIP
,,,,,,,,,,GET&D
,,,,,,,,,,GFLLIMITED
,,,,,,,,,,GGENG
,,,,,,,,,,GGL
,,,,,,,,,,GICRE
,,,,,,,,,,GILADAFINS
,,,,,,,,,,GILLANDERS
,,,,,,,,,,GILLETTE
,,,,,,,,,,GINNIFILA
,,,,,,,,,,GISOLUTION
,,,,,,,,,,GITARENEW
,,,,,,,,,,GKB
,,,,,,,,,,GKCONS
,,,,,,,,,,GLAXO
,,,,,,,,,,GLCL
,,,,,,,,,,GLENMARK
,,,,,,,,,,GLHRL
,,,,,,,,,,GLOBALVECT
,,,,,,,,,,GLOBOFFS
,,,,,,,,,,GLOBUSCON
,,,,,,,,,,GLOBUSSPR
,,,,,,,,,,GLS
,,,,,,,,,,GMBREW
,,,,,,,,,,GMDCLTD
,,,,,,,,,,GMPL
,,,,,,,,,,GMRINFRA
,,,,,,,,,,GNA
,,,,,,,,,,GNRL
,,,,,,,,,,GOACARBON
,,,,,,,,,,GOBLIN
,,,,,,,,,,GOCOLORS
,,,,,,,,,,GODAVARI
,,,,,,,,,,GODREJAGRO
,,,,,,,,,,GODREJCP
,,,,,,,,,,GODREJIND
,,,,,,,,,,GOEL
,,,,,,,,,,GOENKA
,,,,,,,,,,GOKAKTEX
,,,,,,,,,,GOKEX
,,,,,,,,,,GOKUL
,,,,,,,,,,GOKULAGRO
,,,,,,,,,,GOLCA
,,,,,,,,,,GOLDCOINHF
,,,,,,,,,,GOLDENCREST
,,,,,,,,,,GOLDIAM
,,,,,,,,,,GOLDLINE
,,,,,,,,,,GOLECHA
,,,,,,,,,,GOODLUCK
,,,,,,,,,,GOPAIST
,,,,,,,,,,GORANIN
,,,,,,,,,,GOTHIPL
,,,,,,,,,,GOWRALE
,,,,,,,,,,GOYALALUM
,,,,,,,,,,GPIL
,,,,,,,,,,GPPL
,,,,,,,,,,GPTINFRA
,,,,,,,,,,GRADIENTE
,,,,,,,,,,GRATEXI
,,,,,,,,,,GRAVISSHO
,,,,,,,,,,GREAVESCOT
,,,,,,,,,,GREENCREST
,,,,,,,,,,GREENPLY
,,,,,,,,,,GREENPOWER
,,,,,,,,,,GRINDWELL
,,,,,,,,,,GRINFRA
,,,,,,,,,,GRMOVER
,,,,,,,,,,GRNLAMIND
,,,,,,,,,,GROVY
,,,,,,,,,,GROWINGTON
,,,,,,,,,,GRPLTD
,,,,,,,,,,GRSE
,,,,,,,,,,GRWRHITECH
,,,,,,,,,,GSFC
,,,,,,,,,,GSLSEC
,,,,,,,,,,GSLSU
,,,,,,,,,,GTNINDS
,,,,,,,,,,GTNTEX
,,,,,,,,,,GTV
,,,,,,,,,,GUJALKALI
,,,,,,,,,,GUJARATPOLY
,,,,,,,,,,GUJCMDS
,,,,,,,,,,GUJCONT
,,,,,,,,,,GUJCOTEX
,,,,,,,,,,GUJCRAFT
,,,,,,,,,,GUJINTRX
,,,,,,,,,,GUJINV
,,,,,,,,,,GUJRAFIA
,,,,,,,,,,GUJSTATFIN
,,,,,,,,,,GUJTLRM
,,,,,,,,,,GULFPETRO
,,,,,,,,,,GULPOLY
,,,,,,,,,,GVBL
,,,,,,,,,,GVFILM
,,,,,,,,,,GVKPIL
,,,,,,,,,,HALDER
,,,,,,,,,,HARDWYN
,,,,,,,,,,HARIAAPL
,,,,,,,,,,HARIAEXPO
,,,,,,,,,,HARIGOV
,,,,,,,,,,HARISH
,,,,,,,,,,HARRMALAYA
,,,,,,,,,,HARSHA
,,,,,,,,,,HARYNACAP
,,,,,,,,,,HAZOOR
,,,,,,,,,,HBEL
,,,,,,,,,,HBLPOWER
,,,,,,,,,,HCC
,,,,,,,,,,HCLTD
,,,,,,,,,,HCLTECH
,,,,,,,,,,HDFC
,,,,,,,,,,HDFCAMC
,,,,,,,,,,HDFCBSE500
,,,,,,,,,,HDFCGROWTH
,,,,,,,,,,HDFCLIFE
,,,,,,,,,,HDFCMID150
,,,,,,,,,,HDFCMOMENT
,,,,,,,,,,HDFCNEXT50
,,,,,,,,,,HDFCNIFETF
,,,,,,,,,,HDFCNIFIT
,,,,,,,,,,HDFCQUAL
,,,,,,,,,,HDFCSML250
